[Header]\r\n[Footer]\r\n[Header]\r\n[Footer]\r\n[Header]\r\n2013-12-11 15:13:30,588 [11] DEBUG BWCMAPI.Global api request = /yada
2013-12-16 08:39:50,015 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:39:55,022 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:00,031 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:05,038 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:10,046 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:15,054 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:20,063 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:25,069 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:30,077 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:35,084 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:40,092 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:45,099 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:50,108 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:40:55,115 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:00,123 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:05,129 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:10,137 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:15,145 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:20,154 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:25,160 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:30,168 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:35,176 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:40,184 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:45,193 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:50,203 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:41:55,206 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:00,215 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:05,221 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:10,229 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:15,236 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:20,245 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:25,253 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:30,261 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:35,267 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:40,275 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:45,283 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:50,292 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:42:55,298 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:00,306 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:05,313 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:10,322 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:15,328 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:20,336 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:25,344 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:30,353 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:35,359 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:40,367 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:45,374 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:50,383 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:43:55,391 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:00,399 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:05,405 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:10,413 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:15,419 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:20,430 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:25,435 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:30,443 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:35,450 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:40,459 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:45,467 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:50,475 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:44:55,481 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:00,489 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:05,496 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:10,504 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:15,517 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:20,526 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:25,526 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:30,535 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:35,542 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:40,550 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:45,557 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:50,566 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:45:55,573 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:00,581 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:05,588 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:10,596 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:15,602 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:20,612 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:25,618 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:30,626 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:35,634 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:40,643 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:45,649 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:50,658 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:46:55,664 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:00,672 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:05,679 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:10,687 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:15,695 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:20,704 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:25,712 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:30,721 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:35,725 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:40,733 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:45,741 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:50,752 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:47:55,756 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:00,764 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:05,772 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:10,780 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:15,786 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:20,794 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:25,802 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:30,810 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:35,817 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:40,826 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:45,832 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:50,841 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:48:55,846 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:00,855 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:05,863 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:10,871 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:15,879 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:20,889 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:25,893 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:30,901 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:35,909 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:40,917 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:45,924 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:50,934 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:49:55,939 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:00,947 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:05,953 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:10,962 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:15,969 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:20,979 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:25,988 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:30,996 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:36,000 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:41,008 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:46,017 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:51,025 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:50:56,030 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:01,039 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:06,046 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:11,054 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:16,060 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:21,070 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:26,076 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:31,084 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:36,092 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:41,100 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:46,107 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:51,117 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:51:56,122 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:01,130 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:06,137 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:11,146 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:16,153 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:21,162 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:26,167 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:31,176 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:36,183 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:41,191 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:46,198 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:51,208 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:52:56,214 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:01,222 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:06,230 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:11,238 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:16,244 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:21,253 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:26,261 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:31,269 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:36,275 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:41,284 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:46,292 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:51,301 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:53:56,305 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:01,313 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:06,326 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:11,334 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:16,336 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:17,042 [25] DEBUG BWCMAPI.Global api request = /players
2013-12-16 08:54:21,344 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:22,965 [24] DEBUG BWCMAPI.Global api request = /logout
2013-12-16 08:54:23,220 [25] DEBUG BWCMAPI.Global api request = /info
2013-12-16 08:54:26,291 [24] DEBUG BWCMAPI.Global api request = /login
2013-12-16 08:54:26,351 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:26,605 [25] DEBUG BWCMAPI.Global api request = /info
2013-12-16 08:54:26,860 [14] DEBUG BWCMAPI.Global api request = /users
2013-12-16 08:54:28,327 [27] DEBUG BWCMAPI.Global api request = /players
2013-12-16 08:54:31,360 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:36,367 [23] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:41,375 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:46,382 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:51,392 [27] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:54:56,400 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:01,408 [26] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:06,412 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:11,420 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:16,427 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:21,437 [22] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:26,443 [24] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:31,451 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:36,458 [14] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:41,466 [25] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 08:55:44,559 [25] DEBUG BWCMAPI.Global shutting down
2013-12-16 09:02:21,541 [4] DEBUG BWCMAPI.Global startup
2013-12-16 09:02:22,334 [4] DEBUG BWCMAPI.Global Scala.loadData
2013-12-16 09:02:22,405 [4] DEBUG BWCMAPI.Global got managed category ID = 1
2013-12-16 09:02:22,420 [4] DEBUG BWCMAPI.Global matched playlist Test Player 1
2013-12-16 09:02:22,421 [4] DEBUG BWCMAPI.Global matched playlist Solaria
2013-12-16 09:02:22,462 [4] DEBUG BWCMAPI.Global end Scala.loadData
2013-12-16 09:02:23,436 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:02:26,914 [11] DEBUG BWCMAPI.Global api request = /login
2013-12-16 09:02:27,230 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:02:27,485 [9] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:02:27,546 [4] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:02:29,160 [11] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:03:50,186 [4] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:03:50,427 [4] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:03:50,542 [10] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:05:36,243 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:05:36,486 [10] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:05:36,561 [9] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:11:39,940 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:11:40,181 [4] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:11:40,259 [10] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:12:44,693 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:12:44,934 [10] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:12:45,010 [11] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:13:09,109 [11] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:13:09,345 [11] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:13:09,426 [11] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:14:25,229 [11] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:14:25,477 [20] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:14:25,548 [4] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:14:34,991 [5] DEBUG BWCMAPI.Global api request = /users/update
2013-12-16 09:14:35,311 [5] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:14:35,319 [20] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:14:38,575 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:14:43,583 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:14:48,591 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:14:53,594 [20] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:14:58,603 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:03,611 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:08,621 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:13,626 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:18,634 [4] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:23,641 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:28,649 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:33,658 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:38,666 [20] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:43,672 [9] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:48,681 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:53,687 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:58,694 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:15:58,824 [10] DEBUG BWCMAPI.Global api request = /info
2013-12-16 09:15:59,073 [4] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:15:59,143 [11] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:16:03,701 [4] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:03,797 [5] DEBUG BWCMAPI.Global api request = /users/update
2013-12-16 09:16:04,123 [10] DEBUG BWCMAPI.Global api request = /users
2013-12-16 09:16:04,131 [5] DEBUG BWCMAPI.Global api request = /players
2013-12-16 09:16:08,711 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:13,719 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:18,727 [4] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:23,733 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:28,741 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:33,749 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:38,757 [9] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:43,763 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:48,771 [20] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:53,778 [9] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:16:58,787 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:03,794 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:08,803 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:13,809 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:18,818 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:23,824 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:28,832 [9] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:33,845 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:38,847 [20] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:43,854 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:48,863 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:53,870 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:17:58,878 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:03,885 [4] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:08,894 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:13,901 [12] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:18,909 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:23,917 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:28,925 [11] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:33,933 [10] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:38,942 [5] DEBUG BWCMAPI.Global checkpoint data to disk
2013-12-16 09:18:43,946 [12] DEBUG BWCMAPI.Global checkpoint data to disk
